Player,Pos,Age,Tm,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%
Rudy Gobert\goberru01,C,24,UTA,0,0,7.9,11.9,5.9,9.1,6,13.8,19.8,1.9,0.9,4.1,2.8,4.7,21.7,129,99,19.7,0.619,0,0.627,10.3,26.3,18.3,6.1,1.2,7.2,16.6,17.8
Aaron Gordon\gordoaa01,SF,21,ORL,1.7,5.8,6.8,12.9,3.4,4.7,2.5,6.2,8.7,3.2,1.4,0.9,1.9,3.7,22,107,111,16.9,0.547,0.39,0.279,5.5,21.8,13.5,10.1,1.3,1.6,10.3,24.1
Eric Gordon\gordoer01,SG,28,HOU,5.1,13.7,3.4,7.3,3,3.6,0.6,3.6,4.2,3.9,1,0.8,2.5,3.1,25.1,109,113,15,0.566,0.614,0.27,1.3,7.2,4.2,12.7,1,0.9,11,25.6
Marcin Gortat\gortama01,C,32,WAS,0,0,7.5,13,2,3.1,4.6,11.8,16.4,2.3,0.8,1.2,2.3,4.1,17,117,108,14.8,0.553,0,0.32,9.5,24.1,16.8,9.6,1,2.4,13.3,15.4
Jerami Grant\grantje01,PF,22,OKC,1.4,3.8,3.4,6.5,2.8,4.6,1.3,5.3,6.6,1.5,1.1,2.5,1.4,4.7,13.9,113,108,14.2,0.576,0.248,0.44,5.6,16.1,10.7,5.2,1,4,9.7,15.2
Jerian Grant\grantje02,PG,24,CHI,2.4,6.6,3.9,8.2,3.2,3.6,0.8,4.6,5.4,5.9,2.3,0.4,2.2,4.6,18.1,114,108,14.6,0.533,0.362,0.359,1.9,9.8,5.7,31.7,1.7,0.4,14.1,17.5
Danny Green\greenda02,SG,29,SAS,3.3,8.8,1.6,3.9,0.8,0.9,0.9,5.4,6.3,3.5,2,1.6,2.1,3.4,14,103,104,12,0.509,0.551,0.089,2.2,13.1,7.7,10.7,2,3.6,12.1,16.6
Draymond Green\greendr01,PF,26,GSW,1.6,5.1,3.7,7.5,2.9,4.1,1.9,9.8,11.7,10.4,3,2.1,3.6,4.2,15.1,111,99,16.8,0.567,0.428,0.314,4.3,21.3,13.6,28.7,1.9,3.2,22.2,17.2
Gerald Green\greenge01,SF,31,BOS,3.6,10.2,5.2,11.2,3,3.8,1.5,6.3,7.7,3,0.8,0.6,2.3,4.4,24.1,102,111,14.1,0.577,0.702,0.205,1.9,12.7,7.3,4.1,1.2,1,6.8,21.9
JaMychal Green\greenja01,PF,26,MEM,1.4,3.6,4.8,8.8,3.3,4.1,4.1,9.3,13.5,2.1,1.2,0.8,2.3,6.1,17.1,117,107,13.6,0.537,0.27,0.232,10.7,21.9,16.3,7.3,1.2,1,13.7,18.6
Jeff Green\greenje02,PF,30,ORL,1.7,6.2,5.4,11.8,4.7,5.4,1.3,5.7,6.9,2.6,1.2,0.4,2.4,3.3,20.6,99,113,15.9,0.592,0.239,0.406,4.8,12,8.4,8.9,1.2,1.4,9.7,19.8
Blake Griffin\griffbl01,PF,27,LAC,0.9,2.7,10.6,20.7,7.7,10.1,2.7,9.3,12,7.2,1.4,0.5,3.4,3.8,31.7,115,108,21,0.556,0.322,0.393,4.4,20.9,12.7,26.5,1.2,0.8,12.6,29.3
Tim Hardaway\hardati02,SG,24,ATL,3.4,9.5,6.1,11.3,3.8,4.9,0.8,4.3,5.1,4.2,1.3,0.3,2.4,2.4,26.2,110,109,15.4,0.534,0.493,0.246,2.2,12,7.2,14.1,1.8,0.6,9,23.7
James Harden\hardeja01,PG,27,HOU,4.3,12.3,6.7,12.7,12.1,14.3,1.5,9.2,10.7,14.8,2,0.6,7.6,3.5,38.4,118,107,30.3,0.622,0.505,0.473,1.7,13.9,7.8,46,2.5,1.7,14.6,35.7
Maurice Harkless\harklma01,SF,23,POR,1.5,4.3,5.5,9.6,1.7,2.8,2.8,4.8,7.6,2,1.9,1.6,1.9,4.8,17.3,112,110,9.5,0.528,0.367,0.189,3.6,10.9,7.3,4.8,1.6,3.1,14.1,12.6
Montrezl Harrell\harremo01,C,23,HOU,0,0.3,10.1,15.2,3.4,5.5,3.7,6.2,9.9,2.9,0.9,1.9,2,5.7,23.8,129,110,22.2,0.621,0.008,0.435,10.1,18.5,14.3,8.4,1.4,3.5,10.6,22.3
Devin Harris\harride01,PG,33,DAL,2.8,8.5,3.7,7.9,5.1,6.2,0.5,5.6,6.1,6.5,2.1,0.3,2.7,4.8,20.9,108,109,12.9,0.544,0.44,0.388,1.1,10.8,5.8,16.5,2,0.9,12.8,21.8
Gary Harris\harriga01,SG,22,DEN,2.9,7,5.8,10.5,2.8,3.7,1.3,3.6,4.9,4.5,1.9,0.2,2.1,2.5,23.3,121,114,17.1,0.602,0.447,0.17,1.8,7,4.4,14.5,2.7,0.7,11.3,20.3
Joe Harris\harrijo01,SG,25,BRK,3.5,9.2,2.9,5.9,1.5,2,0.7,5.5,6.1,2.2,1.2,0.3,2.3,5,17.8,101,113,12.9,0.62,0.595,0.162,2.4,11.1,6.7,8.7,0.9,0.6,10,16
Tobias Harris\harrito02,PF,24,DET,2.1,6.2,7.9,14.7,3.7,4.4,1.2,6.9,8.2,2.8,1.2,0.8,1.9,2.6,26,113,108,17,0.564,0.389,0.192,2.5,15.4,8.8,10,1.1,0.8,6.2,23.3
Andrew Harrison\harrian01,PG,22,MEM,1.5,5.5,2.6,7.2,5.2,6.8,0.8,4,4.8,7,1.9,0.7,3,6.8,15,100,109,11.6,0.52,0.333,0.387,2.2,9.9,6,19.5,1.6,1.9,15.6,18.8
Gordon Hayward\haywago01,SF,26,UTA,3.1,7.8,8.3,16.3,7.5,8.9,1,7.2,8.2,5.3,1.5,0.4,2.9,2.4,33.4,118,106,7.4,0.5,0.5,0,0,21.3,10.9,0,0,0,0,17.9
John Henson\hensojo01,C,26,MIL,0,0,7.2,13.9,3.3,4.8,4.2,9.2,13.3,2.6,1.3,3.5,2.4,6.8,17.7,110,106,16,0.601,0.013,0.356,9,22.3,15.6,8.3,1,4.9,14.7,15.5
Juan Hernangomez\hernaju01,PF,21,DEN,2.7,6.6,3.2,6.4,3.3,4.4,2.5,8.4,10.8,1.7,1.7,0.7,1.8,3.6,17.7,117,112,9.5,0.519,0.686,0.216,7.3,14.9,11.1,5.1,0.9,1.2,11.1,12.8
Willy Hernangomez\hernawi01,C,22,NYK,0.2,0.6,9.1,17,3.4,4.7,6.4,12.5,19,3.6,1.5,1.4,3.8,5.7,22.2,111,107,16.7,0.59,0.063,0.35,10.9,21,16.1,14.6,1.7,2.3,22,22.5
Mario Hezonja\hezonma01,SF,21,ORL,2.2,7.4,3.8,9.6,2.1,2.6,1,6.5,7.5,3.2,1.5,0.8,3,3.8,16.4,87,111,12.4,0.559,0.444,0.115,3.3,15.5,9.4,8.5,1.8,1.1,12.6,18.5
Buddy Hield\hieldbu01,SG,23,NOP,3.8,10.2,4,9.7,1.2,1.4,0.8,6.2,7,3.2,0.8,0.3,2,3.4,20.6,97,111,15.3,0.554,0.431,0.095,2.5,14.8,8.4,11.2,2,0.8,10.7,23.5
Buddy Hield\hieldbu01,SG,23,SAC,4.1,9.6,5.8,11,2.4,3,1.1,6.1,7.2,3.1,1.4,0.1,3.7,2.4,26.3,105,113,15.3,0.554,0.431,0.095,2.5,14.8,8.4,11.2,2,0.8,10.7,23.5
Nene Hilario\hilarne01,C,34,HOU,0.1,0.4,9.7,15.5,4.6,7.9,3.8,7.5,11.3,2.6,2.2,1.6,2.9,6.5,24.4,118,106,17.3,0.621,0.012,0.422,7.5,18.1,12.8,10,1.8,1.6,12.4,19
George Hill\hillge01,PG,30,UTA,3.2,7.9,6.6,12.7,5.3,6.7,0.8,4.9,5.7,6.9,1.7,0.4,2.9,3.9,28.1,119,107,13.9,0.594,0.394,0.298,2,10.1,5.9,15.1,1.7,1,13.8,16.8
Jrue Holiday\holidjr01,PG,26,NOP,2.2,6.3,6.8,13.7,2.7,3.8,1,4.9,5.9,10.9,2.2,1,4.3,3,23,104,108,16.8,0.574,0.33,0.192,2,10.8,6.6,22.2,1.9,1.5,13.5,22.3
Justin Holiday\holidju01,SG,27,NYK,3,8.3,4.1,8.1,2,2.4,0.8,6,6.9,3.1,2,0.9,2,3.3,19.2,108,111,11.2,0.518,0.557,0.22,1.7,12.8,7.1,10,1.5,1.4,9.4,18.2
Rondae Hollis-Jefferson\holliro01,SF,22,BRK,0.4,1.8,5.9,12.8,5.1,6.8,2.6,9.6,12.2,4.1,2.2,1.2,3.1,4.8,18.2,102,107,17.2,0.55,0.085,0.423,5.4,19,12.2,13.8,1.5,1.8,11.5,22.4
Richaun Holmes\holmeri01,C,23,PHI,1.1,3.1,8.3,13.7,2.9,4.2,3.8,8.9,12.7,2.4,1.7,2.2,2.2,5.6,22.8,117,106,16,0.563,0.163,0.193,9.1,22,15.8,11.1,1.3,2.1,9.3,17.4
Rodney Hood\hoodro01,SG,24,UTA,3.8,10.1,5.2,11.8,3,3.8,0.5,6.1,6.6,3.2,1.3,0.4,2.1,4.3,24.6,104,107,14.5,0.538,0.482,0.167,1.4,10.6,6,10.3,1.4,0.6,10,27.7
Al Horford\horfoal01,C,30,BOS,1.9,5.5,6.6,12.6,2.4,3.1,2.1,8.4,10.5,7.6,1.2,1.9,2.6,3.1,21.5,114,107,18.8,0.589,0.314,0.146,5,20.9,13.1,26.2,1,2.8,14.3,18.3
Dwight Howard\howardw01,C,31,ATL,0,0,8.7,13.7,5.1,9.5,6.6,14.4,21.1,2.3,1.4,2.1,3.8,4.6,22.5,115,100,19.3,0.565,0.005,0.699,11.9,32.6,22.1,7.5,1.1,4.6,17.5,23.7
Serge Ibaka\ibakase01,PF,27,ORL,2.4,6.2,7.5,14.2,2.2,2.6,2.9,8.2,11.1,1.7,1,2.6,1.9,4,24.5,111,109,14.6,0.572,0.368,0.151,3.7,20.1,12,4.2,0.6,4,9.2,19.2
Serge Ibaka\ibakase01,PF,27,TOR,2.9,7.3,6.2,12.5,2.1,2.4,2.1,9,11.1,1.1,0.5,2.3,2.8,5.4,23.3,105,108,14.6,0.572,0.368,0.151,3.7,20.1,12,4.2,0.6,4,9.2,19.2
Andre Iguodala\iguodan01,SF,33,GSW,1.5,4.3,3.7,5.7,1.7,2.5,1.2,6.1,7.3,6.3,1.8,0.9,1.4,2.3,13.8,129,105,10.4,0.5,0.354,0.311,4,11.8,8.2,15.8,1.6,1.7,15.1,11.2
Ersan Ilyasova\ilyaser01,PF,29,PHI,3.6,10,6,11.8,3.7,4.8,2.4,8.2,10.6,3.3,1.1,0.5,2.6,4.5,26.5,107,110,14.9,0.561,0.419,0.196,7.5,17,12.2,7.2,1.7,1.3,9.2,18.1
Ersan Ilyasova\ilyaser01,PF,29,ATL,2.5,7.2,4.8,10.4,4,5.1,3.3,8.5,11.8,3.3,1.7,0.6,2.6,5.7,21,107,105,14.9,0.561,0.419,0.196,7.5,17,12.2,7.2,1.7,1.3,9.2,18.1
Joe Ingles\inglejo01,SF,29,UTA,3.3,7.4,2.2,4.6,1.3,1.8,0.6,6.3,6.9,6,2.6,0.2,2.8,4.3,15.4,112,105,13.2,0.618,0.683,0.067,1.2,14.2,7.7,20.2,1.7,0.5,17.6,14.7
Brandon Ingram\ingrabr01,SF,19,LAL,1.2,4,4.7,10.7,2.8,4.6,1.3,5.5,6.8,3.5,1.1,0.8,2.5,3.4,15.8,96,115,12.5,0.513,0.123,0.398,3.2,14.1,8.6,16,1.1,1.6,14.1,22.1
Kyrie Irving\irvinky01,PG,24,CLE,3.5,8.7,9.8,19.4,5.9,6.5,1,3.5,4.5,8.3,1.6,0.5,3.6,3.1,35.9,116,112,24.5,0.601,0.36,0.241,2,10.1,6.1,29.4,1.7,0.8,10.2,31.2
Reggie Jackson\jacksre01,PG,26,DET,2.3,6.5,7.7,17.5,4.2,4.8,0.7,3.3,4,9.6,1.2,0.2,4,4.6,26.7,103,110,16.5,0.54,0.305,0.232,2.7,9.2,5.9,33.3,1.2,0.3,15.5,26.3
LeBron James\jamesle01,SF,32,CLE,2.2,6.1,10.9,17.9,6.4,9.5,1.7,9.7,11.4,11.5,1.6,0.8,5.4,2.4,34.9,119,108,27.7,0.623,0.26,0.327,3.6,20.1,12,43.1,2.1,2.4,17.3,30.9
